date,product,price
2001-04-06,ternera,249.76
2001-04-06,arroz,327.49
2001-04-06,cerdo,197.61
2001-04-06,ternera,149.52
2001-04-06,mantequilla,297.63
2001-04-06,queso emmental,653.73
2001-04-06,ternera,237.54
2001-04-06,cerdo,197.61
2001-04-06,cerdo,52.99
2001-04-06,arroz,540.91
2001-04-16,cerdo,191.95
2001-04-16,cerdo,57.4
2001-04-16,queso edam,545.97
2001-04-16,queso emmental,653.26
2001-04-16,mantequilla,295.7
2001-04-16,cerdo,191.95
2001-04-16,arroz,321.81
2001-04-16,ternera,226.15
2001-04-16,arroz,510.86
2001-04-16,arroz,298.28
2001-04-16,ternera,227.72
2001-04-16,ternera,140.28
2001-04-23,ternera,232.81
2001-04-23,arroz,342.52
2001-04-23,arroz,510.86
2001-04-23,mantequilla,294.5
2001-04-23,queso emmental,653.26
2001-04-23,queso edam,545.97
2001-04-23,ternera,238.66
2001-04-23,ternera,145.64
2001-04-23,arroz,298.28
2001-04-23,cerdo,198.81
2001-04-23,cerdo,198.81
2001-04-23,cerdo,63.08
2001-04-30,ternera,144.62
2001-04-30,ternera,243.97
2001-04-30,arroz,298.28
2001-04-30,ternera,232.22
2001-04-30,arroz,342.52
2001-04-30,cerdo,199.13
2001-04-30,cerdo,199.13
2001-04-30,cerdo,67.77
2001-04-30,arroz,510.86
2001-05-02,cerdo,58.96
2001-05-02,arroz,291.49
2001-05-02,queso edam,538.42
2001-05-02,queso emmental,648.52
2001-05-02,mantequilla,287.33
2001-05-02,arroz,510.86
2001-05-02,cerdo,172.53
2001-05-02,arroz,324.48
2001-05-02,cerdo,172.53
2001-05-02,ternera,211.35
2001-05-02,ternera,110.2
2001-05-02,ternera,229.47
2001-05-03,arroz,321.81
2001-05-03,ternera,208.13
2001-05-03,cerdo,65.69
2001-05-03,cerdo,209.08
2001-05-03,cerdo,209.08
2001-05-03,ternera,120.32
2001-05-03,arroz,510.86
2001-05-03,mantequilla,290.05
2001-05-03,queso emmental,653.26
2001-05-03,queso edam,545.97
2001-05-03,arroz,295.99
2001-05-03,ternera,202.33
2001-05-11,cerdo,31.42
2001-05-11,cerdo,129.69
2001-05-11,cerdo,129.69
2001-05-11,mantequilla,297.5
2001-05-11,queso emmental,655.62
2001-05-11,arroz,277.19
2001-05-11,arroz,280.94
2001-05-11,ternera,249.7
2001-05-11,ternera,310.02
2001-05-11,ternera,137.93
2001-05-11,queso edam,549.87
2001-05-14,queso edam,546.0
2001-05-14,arroz,294.5
2001-05-14,ternera,241.13
2001-05-14,ternera,142.96
2001-05-14,arroz,342.52
2001-05-14,cerdo,207.42
2001-05-14,ternera,261.34
2001-05-14,mantequilla,300.51
2001-05-14,queso emmental,653.73
2001-05-14,cerdo,64.66
2001-05-14,cerdo,207.42
2001-05-14,arroz,510.86
2001-05-21,queso emmental,653.73
2001-05-21,queso edam,546.02
2001-05-21,ternera,242.17
2001-05-21,ternera,146.3
2001-05-21,mantequilla,296.3
2001-05-21,ternera,259.43
2001-05-21,cerdo,60.25
2001-05-21,cerdo,212.18
2001-05-21,cerdo,212.18
2001-05-28,arroz,294.5
2001-05-28,cerdo,207.11
2001-05-28,ternera,147.96
2001-05-28,ternera,241.13
2001-05-28,arroz,540.91
2001-05-28,arroz,327.49
2001-05-28,cerdo,207.11
2001-05-28,ternera,257.89
2001-05-28,cerdo,57.87
2001-06-08,queso edam,546.08
2001-06-08,queso emmental,655.62
2001-06-08,mantequilla,307.21
2001-06-08,cerdo,44.47
2001-06-08,cerdo,185.42
2001-06-08,ternera,239.26
2001-06-08,cerdo,185.42
2001-06-08,ternera,275.08
2001-06-08,ternera,145.12
2001-06-18,mantequilla,303.56
2001-06-18,cerdo,46.95
2001-06-18,queso emmental,653.77
2001-06-18,queso edam,546.1
2001-06-18,cerdo,199.28
2001-06-18,ternera,237.03
2001-06-18,ternera,263.74
2001-06-18,arroz,304.95
2001-06-18,cerdo,199.28
2001-06-18,ternera,147.86
2001-06-18,arroz,540.91
2001-06-25,ternera,248.92
2001-06-25,ternera,151.15
2001-06-25,arroz,304.95
2001-06-25,mantequilla,301.11
2001-06-25,queso emmental,653.73
2001-06-25,ternera,236.08
2001-06-25,cerdo,45.06
2001-06-25,arroz,540.91
2001-06-25,cerdo,198.88
2001-06-25,cerdo,198.88
2001-06-25,queso edam,546.06
2001-07-05,ternera,251.34
2001-07-05,queso edam,546.0
2001-07-05,queso emmental,653.73
2001-07-05,arroz,510.86
2001-07-05,arroz,342.52
2001-07-05,cerdo,202.06
2001-07-05,cerdo,68.73
2001-07-05,ternera,233.91
2001-07-05,ternera,146.15
2001-07-05,arroz,294.5
2001-07-05,mantequilla,295.4
2001-07-05,cerdo,202.06
2001-07-16,ternera,145.2
2001-07-16,ternera,232.45
2001-07-16,cerdo,186.67
2001-07-16,cerdo,186.67
2001-07-16,ternera,257.79
2001-07-16,arroz,301.95
2001-07-16,mantequilla,307.76
2001-07-16,queso emmental,655.62
2001-07-16,queso edam,546.08
2001-07-16,cerdo,39.47
2001-07-23,cerdo,183.51
2001-07-23,cerdo,183.51
2001-07-23,cerdo,38.36
2001-07-23,ternera,268.78
2001-07-23,ternera,233.86
2001-07-23,mantequilla,317.09
2001-07-23,queso emmental,655.62
2001-07-23,arroz,301.95
2001-07-23,queso edam,546.08
2001-07-23,ternera,141.01
2001-07-30,ternera,235.98
2001-07-30,cerdo,40.31
2001-07-30,cerdo,185.85
2001-07-30,cerdo,185.85
2001-07-30,ternera,143.17
2001-07-30,ternera,271.74
2001-07-30,arroz,301.95
2001-08-01,cerdo,160.34
2001-08-01,arroz,495.83
2001-08-01,queso edam,538.41
2001-08-01,arroz,283.98
2001-08-01,arroz,327.49
2001-08-01,cerdo,54.55
2001-08-01,ternera,278.38
2001-08-01,ternera,119.26
2001-08-01,ternera,230.21
2001-08-01,mantequilla,301.91
2001-08-01,cerdo,160.34
2001-08-01,queso emmental,648.06
2001-08-10,queso emmental,655.62
2001-08-10,cerdo,151.98
2001-08-10,cerdo,34.56
2001-08-10,queso edam,546.15
2001-08-10,arroz,276.4
2001-08-10,mantequilla,287.94
2001-08-10,cerdo,151.98
2001-08-10,arroz,264.44
2001-08-10,ternera,293.14
2001-08-10,ternera,140.59
2001-08-10,ternera,235.32
2001-08-13,ternera,245.69
2001-08-13,ternera,145.12
2001-08-13,ternera,283.55
2001-08-13,mantequilla,311.79
2001-08-13,queso edam,546.08
2001-08-13,queso emmental,655.62
2001-08-13,cerdo,45.21
2001-08-13,cerdo,180.14
2001-08-13,cerdo,180.14
2001-08-20,cerdo,44.2
2001-08-20,ternera,297.8
2001-08-20,ternera,145.12
2001-08-20,ternera,245.63
2001-08-20,cerdo,176.99
2001-08-20,cerdo,176.99
2001-08-27,ternera,301.05
2001-08-27,ternera,135.17
2001-08-27,ternera,247.1
2001-08-27,cerdo,44.2
2001-08-27,cerdo,174.23
2001-08-27,cerdo,174.23
2001-09-04,ternera,236.48
2001-09-04,ternera,229.93
2001-09-04,queso edam,545.97
2001-09-04,queso emmental,653.26
2001-09-04,mantequilla,294.99
2001-09-04,ternera,143.38
2001-09-04,cerdo,56.05
2001-09-04,cerdo,189.6
2001-09-04,cerdo,189.6
2001-09-07,cerdo,39.47
2001-09-07,cerdo,193.22
2001-09-07,cerdo,193.22
2001-09-07,queso edam,546.08
2001-09-07,ternera,229.88
2001-09-07,ternera,147.62
2001-09-07,ternera,263.47
2001-09-07,arroz,301.95
2001-09-07,mantequilla,311.79
2001-09-07,queso emmental,655.62
2001-09-17,ternera,293.89
2001-09-17,cerdo,163.17
2001-09-17,cerdo,30.43
2001-09-17,ternera,139.93
2001-09-17,ternera,240.49
2001-09-17,cerdo,163.17
2001-09-17,queso edam,546.15
2001-09-17,mantequilla,300.43
2001-09-17,queso emmental,655.62
2001-09-17,arroz,276.4
2001-09-24,mantequilla,298.7
2001-09-24,cerdo,163.26
2001-09-24,arroz,276.4
2001-09-24,queso emmental,655.62
2001-09-24,queso edam,546.15
2001-09-24,cerdo,30.54
2001-09-24,cerdo,163.26
2001-09-24,ternera,236.18
2001-09-24,ternera,273.77
2001-09-24,ternera,139.8
2001-10-09,mantequilla,311.79
2001-10-09,cerdo,169.28
2001-10-09,queso emmental,655.62
2001-10-09,queso edam,546.15
2001-10-09,cerdo,169.28
2001-10-09,arroz,268.47
2001-10-09,cerdo,33.04
2001-10-09,ternera,136.69
2001-10-09,ternera,297.99
2001-10-09,ternera,244.43
2001-10-12,arroz,274.93
2001-10-12,ternera,279.48
2001-10-12,arroz,281.75
2001-10-12,ternera,140.44
2001-10-12,mantequilla,282.48
2001-10-12,queso emmental,658.04
2001-10-12,queso edam,549.87
2001-10-12,ternera,322.54
2001-10-12,cerdo,34.46
2001-10-12,cerdo,133.32
2001-10-12,cerdo,133.32
2001-10-15,queso emmental,655.62
2001-10-15,ternera,136.41
2001-10-15,ternera,293.11
2001-10-15,queso edam,546.15
2001-10-15,arroz,276.4
2001-10-15,ternera,234.14
2001-10-15,arroz,264.44
2001-10-15,mantequilla,297.5
2001-10-15,cerdo,33.24
2001-10-15,cerdo,145.92
2001-10-15,cerdo,145.92
2001-10-22,cerdo,30.32
2001-10-22,cerdo,137.5
2001-10-22,cerdo,137.5
2001-10-22,ternera,285.71
2001-10-22,ternera,235.6
2001-10-22,ternera,138.86
2001-10-22,queso emmental,655.62
2001-10-22,queso edam,549.85
2001-10-22,arroz,270.45
2001-10-22,arroz,276.4
2001-10-22,mantequilla,297.5
2001-10-29,ternera,133.23
2001-10-29,queso edam,549.85
2001-10-29,cerdo,28.88
2001-10-29,cerdo,131.53
2001-10-29,cerdo,131.53
2001-10-29,ternera,238.13
2001-10-29,mantequilla,297.5
2001-10-29,queso emmental,655.62
2001-10-29,ternera,301.02
2001-11-06,arroz,319.98
2001-11-06,cerdo,196.54
2001-11-06,ternera,250.08
2001-11-06,arroz,540.91
2001-11-06,mantequilla,298.7
2001-11-06,queso emmental,653.73
2001-11-06,ternera,235.06
2001-11-06,ternera,147.31
2001-11-06,cerdo,48.71
2001-11-06,cerdo,196.54
2001-11-06,queso edam,546.06
2001-11-19,ternera,323.25
2001-11-19,cerdo,44.07
2001-11-19,ternera,138.99
2001-11-19,cerdo,138.53
2001-11-19,arroz,280.94
2001-11-19,cerdo,138.53
2001-11-19,ternera,271.71
2001-11-19,arroz,279.47
2001-11-26,queso emmental,655.62
2001-11-26,queso edam,549.87
2001-11-26,arroz,275.68
2001-11-26,cerdo,140.0
2001-11-26,cerdo,140.0
2001-11-26,ternera,283.28
2001-11-26,ternera,316.69
2001-11-26,cerdo,46.54
2001-11-26,arroz,280.97
2001-11-26,ternera,138.52
2001-11-26,mantequilla,294.5
2001-12-02,cerdo,181.41
2001-12-02,ternera,110.15
2001-12-02,cerdo,65.43
2001-12-02,ternera,212.75
2001-12-02,queso emmental,648.52
2001-12-02,arroz,324.48
2001-12-02,queso edam,538.42
2001-12-02,ternera,235.99
2001-12-02,arroz,510.86
2001-12-02,mantequilla,290.05
2001-12-02,cerdo,181.41
2001-12-02,arroz,291.49
2001-12-03,cerdo,213.9
2001-12-03,arroz,295.99
2001-12-03,ternera,209.75
2001-12-03,ternera,118.26
2001-12-03,cerdo,67.91
2001-12-03,arroz,321.81
2001-12-03,cerdo,213.9
2001-12-03,arroz,510.86
2001-12-03,ternera,205.44
2001-12-11,ternera,316.07
2001-12-11,arroz,279.47
2001-12-11,cerdo,132.38
2001-12-11,mantequilla,294.5
2001-12-11,queso emmental,655.62
2001-12-11,queso edam,549.87
2001-12-11,ternera,138.53
2001-12-11,ternera,263.3
2001-12-11,cerdo,38.12
2001-12-11,arroz,280.94
2001-12-11,cerdo,132.38
2001-12-17,ternera,322.17
2001-12-17,cerdo,130.27
2001-12-17,ternera,142.73
2001-12-17,cerdo,130.27
2001-12-17,ternera,278.98
2001-12-17,mantequilla,294.5
2001-12-17,queso edam,553.63
2001-12-17,cerdo,36.05
2001-12-17,arroz,276.43
2001-12-17,arroz,281.75
2001-12-17,queso emmental,658.97
2001-12-24,mantequilla,294.5
2001-12-24,queso emmental,658.97
2001-12-24,queso edam,553.63
2001-12-24,ternera,278.98
2001-12-24,ternera,322.17
2001-12-24,ternera,142.73
2001-12-24,cerdo,35.3
2001-12-24,cerdo,130.26
2001-12-24,cerdo,130.26
2001-12-31,ternera,321.46
2001-12-31,mantequilla,294.54
2001-12-31,queso emmental,659.01
2001-12-31,ternera,142.31
2001-12-31,queso edam,553.67
2001-12-31,cerdo,40.0
2001-12-31,cerdo,130.38
2001-12-31,cerdo,130.38
2001-12-31,ternera,282.61
2002-01-04,queso emmental,631.03
2002-01-04,queso edam,562.07
2002-01-04,mantequilla,293.29
2002-01-04,ternera,309.74
2002-01-04,ternera,142.08
2002-01-04,arroz,283.92
2002-01-04,cerdo,44.12
2002-01-04,cerdo,143.39
2002-01-04,arroz,280.69
2002-01-04,cerdo,143.39
2002-01-04,ternera,285.69
2002-01-07,cerdo,24.04
2002-01-07,ternera,137.0
2002-01-07,ternera,294.5
2002-01-07,cerdo,159.46
2002-01-07,cerdo,159.46
2002-01-07,arroz,270.0
2002-01-07,ternera,265.57
2002-01-07,ternera,267.9
2002-01-14,ternera,140.21
2002-01-14,ternera,322.32
2002-01-14,ternera,291.71
2002-01-14,arroz,279.71
2002-01-14,queso edam,554.31
2002-01-14,cerdo,130.14
2002-01-14,mantequilla,294.49
2002-01-14,arroz,281.99
2002-01-14,cerdo,130.14
2002-01-14,cerdo,44.82
2002-01-14,queso emmental,635.34
2002-01-21,arroz,277.24
2002-01-21,ternera,321.69
2002-01-21,ternera,139.76
2002-01-21,ternera,285.07
2002-01-21,cerdo,126.4
2002-01-21,cerdo,126.4
2002-01-21,cerdo,41.57
2002-01-21,queso edam,555.17
2002-01-21,queso emmental,630.17
2002-01-21,arroz,282.02
2002-01-21,mantequilla,296.99
2002-01-28,queso edam,556.03
2002-01-28,arroz,282.42
2002-01-28,cerdo,123.67
2002-01-28,arroz,279.94
2002-01-28,ternera,285.53
2002-01-28,ternera,141.98
2002-01-28,ternera,323.04
2002-01-28,queso emmental,630.17
2002-01-28,mantequilla,296.99
2002-01-28,cerdo,123.67
2002-01-28,cerdo,44.73
2002-02-09,ternera,277.3
2002-02-09,mantequilla,296.99
2002-02-09,ternera,275.32
2002-02-09,cerdo,20.98
2002-02-09,cerdo,132.62
2002-02-09,cerdo,132.62
2002-02-09,queso emmental,635.34
2002-02-09,queso edam,563.79
2002-02-09,ternera,142.96
2002-02-09,ternera,309.85
2002-02-12,mantequilla,292.25
2002-02-12,arroz,480.0
2002-02-12,arroz,251.29
2002-02-12,ternera,290.2
2002-02-12,cerdo,119.27
2002-02-12,cerdo,119.27
2002-02-12,cerdo,31.9
2002-02-12,queso edam,568.1
2002-02-12,ternera,131.17
2002-02-12,ternera,313.41
2002-02-12,arroz,265.3
2002-02-12,ternera,286.65
2002-02-12,queso emmental,681.03
2002-02-18,ternera,283.31
2002-02-18,ternera,141.22
2002-02-18,arroz,283.92
2002-02-18,ternera,315.46
2002-02-18,arroz,280.69
2002-02-18,cerdo,52.63
2002-02-18,cerdo,136.18
2002-02-18,cerdo,136.18
2002-02-25,mantequilla,296.99
2002-02-25,cerdo,51.96
2002-02-25,cerdo,143.51
2002-02-25,queso emmental,630.17
2002-02-25,queso edam,562.07
2002-02-25,arroz,280.69
2002-02-25,arroz,283.92
2002-02-25,cerdo,143.51
2002-02-25,ternera,283.84
2002-02-25,ternera,143.88
2002-02-25,ternera,313.91
2002-03-06,ternera,132.14
2002-03-06,ternera,303.89
2002-03-06,mantequilla,296.99
2002-03-06,queso emmental,632.76
2002-03-06,ternera,264.52
2002-03-06,queso edam,562.93
2002-03-06,arroz,270.0
2002-03-06,cerdo,157.39
2002-03-06,cerdo,157.39
2002-03-06,cerdo,33.8
2002-03-18,arroz,283.92
2002-03-18,queso emmental,631.03
2002-03-18,ternera,311.92
2002-03-18,ternera,142.43
2002-03-18,mantequilla,296.99
2002-03-18,queso edam,562.07
2002-03-18,cerdo,50.54
2002-03-18,cerdo,148.31
2002-03-18,cerdo,148.31
2002-03-18,ternera,277.9
2002-03-18,arroz,280.69
2002-03-25,arroz,283.92
2002-03-25,cerdo,144.86
2002-03-25,ternera,145.22
2002-03-25,queso edam,562.07
2002-03-25,cerdo,49.8
2002-03-25,ternera,314.71
2002-03-25,ternera,277.61
2002-03-25,mantequilla,293.29
2002-03-25,arroz,280.69
2002-03-25,queso emmental,631.03
2002-03-25,cerdo,144.86
2002-04-02,cerdo,48.85
2002-04-02,cerdo,125.63
2002-04-02,arroz,283.92
2002-04-02,ternera,143.42
2002-04-02,arroz,280.69
2002-04-02,queso emmental,630.17
2002-04-02,ternera,318.61
2002-04-02,ternera,284.48
2002-04-02,queso edam,556.03
2002-04-02,mantequilla,296.99
2002-04-02,cerdo,125.63
2002-04-03,arroz,283.92
2002-04-03,queso emmental,630.17
2002-04-03,mantequilla,296.99
2002-04-03,cerdo,145.71
2002-04-03,ternera,305.72
2002-04-03,cerdo,145.71
2002-04-03,arroz,280.69
2002-04-03,cerdo,49.56
2002-04-03,queso edam,562.07
2002-04-03,ternera,278.54
2002-04-03,ternera,144.78
2002-04-11,mantequilla,281.2
2002-04-11,arroz,255.0
2002-04-11,ternera,278.78
2002-04-11,ternera,126.82
2002-04-11,queso emmental,681.03
2002-04-11,arroz,256.96
2002-04-11,ternera,282.4
2002-04-11,cerdo,30.74
2002-04-11,cerdo,117.41
2002-04-11,cerdo,117.41
2002-04-11,ternera,298.31
2002-04-11,queso edam,568.1
2002-04-15,ternera,308.45
2002-04-15,ternera,140.42
2002-04-15,arroz,280.69
2002-04-15,cerdo,38.76
2002-04-15,mantequilla,293.29
2002-04-15,queso emmental,631.03
2002-04-15,cerdo,146.11
2002-04-15,queso edam,562.07
2002-04-15,arroz,283.92
2002-04-15,cerdo,146.11
2002-04-15,ternera,285.12
2002-04-22,cerdo,37.62
2002-04-22,cerdo,145.84
2002-04-22,cerdo,145.84
2002-04-22,ternera,282.49
2002-04-22,ternera,138.24
2002-04-22,ternera,305.37
2002-04-22,arroz,283.92
2002-04-22,arroz,280.69
2002-04-22,queso emmental,631.03
2002-04-22,mantequilla,293.29
2002-04-22,queso edam,562.07
2002-04-29,cerdo,144.35
2002-04-29,mantequilla,296.99
2002-04-29,queso edam,562.07
2002-04-29,queso emmental,631.03
2002-04-29,arroz,270.0
2002-04-29,ternera,137.26
2002-04-29,ternera,305.23
2002-04-29,cerdo,35.86
2002-04-29,cerdo,144.35
2002-04-29,ternera,284.05
2002-05-08,ternera,136.8
2002-05-08,ternera,306.05
2002-05-08,cerdo,148.2
2002-05-08,ternera,270.7
2002-05-08,ternera,270.25
2002-05-08,queso edam,563.79
2002-05-08,mantequilla,296.99
2002-05-08,cerdo,148.2
2002-05-08,queso emmental,635.34
2002-05-08,cerdo,21.52
2002-05-08,arroz,280.0
2002-05-13,arroz,270.0
2002-05-13,queso edam,562.93
2002-05-13,cerdo,144.96
2002-05-13,cerdo,144.96
2002-05-13,cerdo,33.66
2002-05-13,mantequilla,296.99
2002-05-13,ternera,306.47
2002-05-13,ternera,140.29
2002-05-13,ternera,280.76
2002-05-13,queso emmental,632.76
2002-05-20,ternera,311.94
2002-05-20,cerdo,150.15
2002-05-20,cerdo,33.8
2002-05-20,cerdo,150.15
2002-05-20,ternera,271.39
2002-05-20,mantequilla,296.99
2002-05-20,queso emmental,631.9
2002-05-20,ternera,139.73
2002-05-20,queso edam,562.93
2002-05-20,arroz,270.0
2002-05-27,cerdo,153.83
2002-05-27,cerdo,153.83
2002-05-27,ternera,270.52
2002-05-27,mantequilla,296.99
2002-05-27,queso emmental,631.9
2002-05-27,queso edam,562.93
2002-05-27,ternera,131.99
2002-05-27,ternera,300.46
2002-05-27,cerdo,33.66
2002-05-27,arroz,270.0
2002-06-05,ternera,312.12
2002-06-05,ternera,138.19
2002-06-05,cerdo,143.61
2002-06-05,cerdo,143.61
2002-06-05,cerdo,33.52
2002-06-05,ternera,287.36
2002-06-05,queso edam,562.07
2002-06-05,queso emmental,631.03
2002-06-05,mantequilla,293.29
2002-06-05,arroz,270.0
2002-06-17,cerdo,159.8
2002-06-17,cerdo,28.13
2002-06-17,ternera,265.67
2002-06-17,mantequilla,296.99
2002-06-17,queso emmental,632.76
2002-06-17,queso edam,563.79
2002-06-17,ternera,136.99
2002-06-17,ternera,289.41
2002-06-17,cerdo,159.8
2002-06-17,arroz,270.0
2002-06-24,queso edam,563.79
2002-06-24,cerdo,159.59
2002-06-24,ternera,265.24
2002-06-24,ternera,138.94
2002-06-24,cerdo,24.04
2002-06-24,queso emmental,634.48
2002-06-24,arroz,270.0
2002-06-24,mantequilla,296.99
2002-06-24,ternera,299.32
2002-06-24,cerdo,159.59
2002-07-01,arroz,281.99
2002-07-01,cerdo,130.89
2002-07-01,arroz,279.71
2002-07-01,ternera,287.93
2002-07-01,ternera,139.45
2002-07-01,ternera,325.57
2002-07-01,cerdo,130.89
2002-07-01,cerdo,46.0
2002-07-10,ternera,317.28
2002-07-10,cerdo,117.96
2002-07-10,cerdo,19.01
2002-07-10,arroz,260.0
2002-07-10,queso emmental,636.21
2002-07-10,mantequilla,289.98
2002-07-10,cerdo,117.96
2002-07-10,queso edam,566.38
2002-07-10,ternera,274.16
2002-07-10,ternera,273.83
2002-07-10,ternera,131.18
2002-07-15,cerdo,156.29
2002-07-15,queso emmental,635.34
2002-07-15,queso edam,563.79
2002-07-15,arroz,270.0
2002-07-15,ternera,263.39
2002-07-15,ternera,264.75
2002-07-15,ternera,136.78
2002-07-15,ternera,294.24
2002-07-15,mantequilla,296.99
2002-07-15,cerdo,156.29
2002-07-15,cerdo,24.96
2002-07-22,ternera,265.23
2002-07-22,queso edam,563.79
2002-07-22,ternera,134.55
2002-07-22,queso emmental,635.34
2002-07-22,cerdo,155.25
2002-07-22,cerdo,155.25
2002-07-22,cerdo,26.55
2002-07-22,arroz,270.0
2002-07-22,ternera,293.89
2002-07-22,ternera,265.78
2002-07-22,mantequilla,296.99
2002-07-29,arroz,280.0
2002-07-29,queso edam,563.79
2002-07-29,queso emmental,635.34
2002-07-29,ternera,268.79
2002-07-29,ternera,135.45
2002-07-29,cerdo,26.55
2002-07-29,ternera,301.35
2002-07-29,cerdo,150.07
2002-07-29,cerdo,150.07
2002-07-29,mantequilla,296.99
2002-07-29,ternera,266.54
2002-08-04,cerdo,144.87
2002-08-04,arroz,283.92
2002-08-04,ternera,289.94
2002-08-04,ternera,142.64
2002-08-04,arroz,280.69
2002-08-04,ternera,315.63
2002-08-04,cerdo,144.87
2002-08-04,cerdo,41.26
2002-08-07,ternera,264.5
2002-08-07,cerdo,158.08
2002-08-07,ternera,266.39
2002-08-07,ternera,134.53
2002-08-07,mantequilla,296.99
2002-08-07,cerdo,158.08
2002-08-07,cerdo,24.8
2002-08-07,queso emmental,636.21
2002-08-07,queso edam,563.79
2002-08-07,arroz,270.0
2002-08-07,ternera,297.56
2002-08-19,cerdo,139.81
2002-08-19,ternera,132.84
2002-08-19,cerdo,22.31
2002-08-19,ternera,271.39
2002-08-19,cerdo,139.81
